Name,Candidate,Query,Label
Old Town Studio...Great Location & Water View!!,"Best experience I've had in AirBnb! Location is perfect, the studio is beautiful and Christiana is the perfect host. There were fresh flowers when we arrived with some sweet treats, she turned on the porch light if we were coming in late and of course the studio is delightfully designed. 2 block walk to Ruston Way and the Sound, and a gleefully delightful coffee shop just across the street. It was just everything we had hoped for and more. Thank you Chritiana for sharing your amazing comfortable studio with us!",Tacoma,0
Old Town Studio...Great Location & Water View!!,"Christina's place is GREAT. So clean, lovingly furnished and well appointed with coffee, mugs, glasses, plush towels. The location is wonderful and the sunrise... do get up early to see the pink morning light over Puget Sound. The apartment is located very close to old Tacoma and while it is on a busy street, parking was ample and the location, tucked down away from the street, meant that there was no noticeable street noise. Everything about this stay was easy and pleasant and Christina was very responsive. I complement her and I will return!",Tacoma,0
Old Town Studio...Great Location & Water View!!,"I live in Tacoma and have traveled the world for 25+ years, and must say I plan to again drive the 3 miles from my home to Christiana's studio, just to take a ""stay-cation"". Her studio has a wonderful view of the bay, big windows with lots of natural light, a perfect location with easy access to downtown attractions, the University of Puget Sound campus, Point Ruston village and waterfront pubs & restaurants along Ruston Way. The studio is super comfortable, filled with interesting artwork, private, and has everything you need for a memorable stay in Tacoma. My best advice is to book early. Enjoy Tacoma!",Tacoma,0
North Tacoma Nights,"Linda/Mike were great hosts! Super quick responses in communication and their rooms were much bigger than expected! Only thing that was unexpected is that the beds are water beds. First for me to sleep on one, and it was quite different. Not necessary uncomfortable but unfamiliar for someone who has never slept on one. There was miscommunication on check-out time. Advertised on Airbnb was 1pm however Linda/Mike thought 12pm. We weren’t prepared for a 12pm check out as we planned for 1pm per what was on Airbnb. Linda/Mike thought we knew it was a 12pm check out and when we told our hosts we thought 1pm, they did not rush us at all, even though they had to prep for their next reservations at 2pm. We did our best to rush check out as it was a miscommunication that was not on Linda/Mike. Definitely would stay again with Linda/Mike. Very respectfully in giving us our space but very accommodating to all our needs.",Tacoma,0
North Tacoma Nights,"This was like visiting family in the best way possible.  Linda greeted us and I immediately felt at home.  She gave us ""the tour"" right away and very thoroughly.  Lovely accommodations for my adult daughter and myself (we need separate bedrooms!) with coffee maker, fridge, and fresh water.  The beds were SO comfortable as was the bathroom.  I like the way that our space was separate from the hosts' space, yet they were totally available.  BEST BANG FOR THE BUCK.  You want to stay here!!!  Great parking as well!",Tacoma,0
North Tacoma Nights,"Linda & Mike’s place was so perfect for two couples. Although their place is only listed as a private room you have so much space and privacy that you’d feel like you have an entire place. The space was decorated really nice, everything was very comfortable including the beds & lounge area plus there was thoughtful amenities like a mini fridge, coffee maker & washer/dryer for guests to use. Linda & Mike were so friendly and welcoming, they made us feel at home right away and are truly amazing hosts! I’d highly recommend their place if you’re in the area!",Tacoma,0
North Tacoma Nights,Mike and Linda were great hosts. Their home is set up perfect to allow privacy as wanted. The rooms are above the garage while their living quarters and area are on the other side of the home. The room was perfect temperature and comfortable. I loved being able to have a cup of coffee in my room and takin my time getting up. I could sit comfortably in the glider reading or propped up in bed with four pillows. I enjoyed getting local fruits and keeping them on hand with the mini fridge. The bathroom was very clean and tidy. Most of all I just enjoyed getting to know them in our morning chats before I left for my daily excursions. They are very welcoming and have the coolest hobby restoring 1950-70’s era furniture. Really nice down to earth hosts that go out of their way to be sure you are comfortable and have all you need. I’ll be back I’m sure. ;),Tacoma,0
North Tacoma Nights,"Mike and Linda were absolutely wonderful hosts! They greeted us at the door with smiles and helped us bring our luggage in. They have a very beautiful home decorated with antiques and estate finds that make it truly feel like you're right at home. Our rooms and bathroom were very private and upstairs, and sparkling clean. Getting around was really simple, most restaurants and shops were just within a few miles, and there are gorgeous beaches on either side of town. Definitely would recommend to anyone! A lovely, peaceful home in a beautiful town!",Tacoma,0
North Tacoma Nights,"Linda and Mike are amazing. The space is just as described and although the bathroom is at bottom of the stairs it’s not shared and is super easy to get to/from....There is plenty of privacy at that end of the house due to the floor plan/lay out so it doesn’t feel (Website hidden by Airbnb) perfect.   The location is at the end of a road so there is privacy, easy parking and it’s easy to come and go without feeling like you are bothering the hosts or the neighbors.   Linda is super easy to reach, responds promptly and is super kind. We met Mike too upon check out and enjoyed our conversation with both of them. They do make sure you have all the privacy you need so interacting is completely optional. We felt we could relax and didn’t feel obligated to interact...we just chose to do so.   I would recommend their place to family and friends when staying in Tacoma. We were super happy with it. Will stay again if the need arises. :)",Tacoma,0
Beautiful Five Star Suite with Private Entrance,"If you are looking for a peaceful, quiet, beautiful place to stay (with hosts that care about your comfort, needs, & pocketbook), then look no further.  Bob & Sharann’s place provides not only a reasonably priced stay, but in addition, a lovely patio, a place to store & heat food, a fireplace (my personal favorite!), coffee, & snacks.  Another thing that puts them a cut above other places, is they check-in to see if you need anything and go out of their way to help, if they are able.  It is nice to know that you are taken care of while at their place.   It truly felt like a home away from home.",Tacoma,0
Beautiful Five Star Suite with Private Entrance,"We had such a wonderful experience at this amazing space! We realized right away that Bob and Sharann could easily charge twice the amount they are asking for each night, just because of the value of the place alone. The space is very clean and decorated beautifully with antiques all over to enjoy. We had a great time relaxing by the fireplace, eating the many snacks left for us (NOT on the bed ;) This is a one of a kind deal that we would definitely recommend to anyone looking for their own private fancy suite hosted by two amazing people!",Tacoma,0
Beautiful Five Star Suite with Private Entrance,Bob and Sharann were perfect hosts. I stayed with them for three weeks during my relocation to JBLM. The room is private with its own bathroom.  it’s so much better than staying in a hotel room. Local eating establishments are with in walking distance. The room is very spacious. Since I was relocating I had more stuff than just traveling. They were gracious enough to let me check in early since I was coming from overseas. They were very gracious to drive me to my new house in the neighborhood since I did not have a car yet. I highly recommend selecting this location if you are relocating. Definitely a five star location.,Tacoma,0
Beautiful Five Star Suite with Private Entrance,"I'm not going to bury the lede on this one: the toilet lights up. That's all I needed to start the petition for 10 stars on Airbnb. Now to the boring part of the review: Bob and Sharann's suite was exactly what I was looking for on my one-night stay. Even though I got in pretty late (flying from the east coast) their warm welcome was quite comforting after a long day of travel. The suite was very clean and had quite a few thoughtful touches. As a cold-natured person, the heated blanket was a mega-bonus (besides the toilet - don't forget the toilet). Great stay!",Tacoma,0
Beautiful Five Star Suite with Private Entrance,"Bob and Sharann’s place is an excellent option for staying in the DuPont area. We were welcomed personally, and the suite included many personal touches that made it a very comfortable place to stay. If you like antiques, you will love it here! The room also includes a fireplace for added ambiance. The suite has a private entrance and parking in the back of the house, which make it easy to access. There is a door that connects the suite to the rest of the house, but this remains locked during the entire stay for your privacy. I would definitely recommend it to anyone looking for an affordable option in the area!",Tacoma,0
Beautiful Five Star Suite with Private Entrance,"Don't think twice,  just BOOK IT. My husband and I whizzed all around the state of Washington and were happy to come ""home"" every night. We slept like rocks in that cozy bed, really enjoyed the large open shower, swang on the patio swing eating the snacks Bob and Sharann left for us, and chilled out with some Netflix on their large screen. SUPER CLEAN, marvelous hospitality and the extra touches were superb. The location is just off of I-5 and there is everything you could possibly need right nearby. We explored Mt. Rainier, Olympus and St. Helens and also spent a whole day in Seattle (even caught a Mariners game). I picked an absolute winner, you should too. ",Tacoma,0
Beautiful Five Star Suite with Private Entrance,"Wow, there are so many reasons why this place is a 5-star choice for your lodging needs in DuPont! The suite is convenient and comfortable, yet private and peaceful. From your own private entrance and parking spot to the private bath and secluded garden patio, all things were perfectly appointed! The queen size wooden sleigh bed is comfortable, and the entire suite is both roomy yet cozy. Check-in with Bob and Sharann was outstanding. He even helped carry our luggage in...completely unexpected! We have family in the area who live in a small apartment so we just needed a place to sleep. This suite was perfect for us, and we will probably book again on our next visit.",Tacoma,0
Beautiful Five Star Suite with Private Entrance,"Bob and Sharann are great hosts. Their 5 star suite deserves that title. We have stayed in many 5 star hotels, and it is right up there with them. The decor is beautiful! The bed is comfortable, and there are so many extra touches, such as the basket of goodies, coffee maker, microwave,  and mini fridge. Our favorite was sitting out in the private patio, drinking our morning coffee, or having an afternoon cocktail. Bob and Sharrann have thought of everything to make their guests comfortable and happy. We will stay with them whenever we visit Du Pont.",Tacoma,0
Beautiful Five Star Suite with Private Entrance,"We were invited to a wedding at Thornwood Castle but didn't want to pay the high nightly rate to stay in a hotel in the area. Always doing ""entire place"" Airbnb rentals, we were a little nervous at staying at Bob and Sharann's private room. However, we couldn't have been happier. The great pride that they take in their unit is evident from the comfy bed, array of towels, and personalized welcome message in the room. They really have thought of everything! They were also such gracious hosts--they gave us a lovely history of the area, had brochures from local restaurants, and even little mints on the bed side stand. Would highly recommend",Tacoma,0
Beautiful Five Star Suite with Private Entrance,"From the very start Bob and Sharann were warm and welcoming.  They made sure our stay was everything we wanted it to be!  They even checked in before going out of town for a couple days to see if we needed anything before they left. The accommodation was so much nicer than we expected!  It was more spacious than we thought and the bed was so comfortable.  The bathroom/shower is like new and the walk in closet provided plenty of space for storage and for the kitchen items.  The outside space is beautiful too.  With its own entrance the whole space, inside and out, felt very private.  It was super clean too!  We would highly recommend this space as it was much nicer and way less expensive than a luxury hotel.  It was an amazing stay!",Tacoma,0
Beautiful Five Star Suite with Private Entrance,"Everything was perfect about Bob and Sharann's suite.  The room was beautifully and comfortably furnished and charmingly decorated with fascinating antiques.  We were delighted by all the extras provided, like the fireplace, heated blanket, Keurig machine and Netflix.  And, the entire suite was spotless--a clean freak's dream!  But, most of all, we appreciated having our own private entrance.  We kept very long hours during our holiday, typically returning to our suite after midnight, so we were glad that we didn't need to disturb our hosts too much.  We would definitely stay here again, given the opportunity, and highly recommend it to everyone!",Tacoma,0
Beautiful Five Star Suite with Private Entrance,"This was probably the best Air BNB I stayed in. Great service and hospitality by the hosts. They checked up on me occasionally to make sure everything was going well. Room was clean, spacious, and they do complementary linen change and room cleanings at the end of each week. I especially loved how I got my own guest parking spot, private entrance, and private bathroom. It was like my own apartment, and I got a lot of privacy overall. The area is very lovely to walk around and convenient too. I am not surprised on why this listing is almost always booked.",Tacoma,0
"Private beach cabin, Vashon Island","This place was absolutely wonderful. We stayed here for a weekend to attend a wedding on Vashon and it was an easy 10-15 minute drive to the venue on the south side of the island. The space was cozy and clean and Chip (and his sweet dog Olive) thought of everything! They provided coffee, a French Press, and an espresso machine, plenty of tea, and had a handbook of suggestions for places around the island. We found the inclusion of some fun games and activities to be very charming as well. We'd love to return to spend more time here!",Tacoma,0
"Private beach cabin, Vashon Island","Wow ... what a sweet little cottage by the beach ... all the amenities, and Chip is an exemplary host - flexible, cordial and there if needed ... full access to yard and beach, with high tides rising half way up the bulkhead - a few feet down the ladder and you are in the swim - seriously, who needs a dock ... still, I might want flippers in those waters - the current looks swift to me ... still, a great place to swim, if you can handle the cold ... water clear, you can see through to the rocks at the bottom ... anyway, a great place to stay, a wonderful getaway, spring green forest - and more affordable than any hotels/motels in the area ... there are some other AirBnB locations, a few bead and breakfasts on the islands ... most look more expensive to me ... so, if you are looking to spend some time at the beach, in a lovely, quiet space - right on the beach - check in with Chip ... you'll be happy you did!",Tacoma,0
"Private beach cabin, Vashon Island","Chip's place was absolutely perfect for a relaxing couple of days. It felt very secluded and quiet, but was just ~15 minutes driving from downtown Vashon. The cabin itself was cozy, spotless and extremely comfortable. Chip provided everything you need: coffee, tea, toiletries, extra pillows and blankets, etc. I especially love the view of the water and the private deck. It was a nice walk down the rocky beach to the lighthouse. It would be absolutely perfect for a romantic couple of days with a loved one...winter (drinking hot drinks, watching the storms over the water) or summer (enjoying the sunshine, walking on the beach). I would definitely return and would highly recommend!",Tacoma,0
"Private beach cabin, Vashon Island","Chip's place is a great getaway!  My wife and I wanted a place that felt far away, but didn't take hours and hours to get to.  This fit the bill.  We really enjoyed the little thoughts that went into the place.  Clean, nicely decorated interior.  A newer wood deck that wraps around the front.  A view of the sound.  And, a warm gas fireplace on a cold weekend.  If you've made it this far into my review, go ahead and pull the trigger and stay at Chip's.  I'm sure you will enjoy it as much as we did.",Tacoma,0
"Private beach cabin, Vashon Island","Chip's studio cottage is delightful. It's a very comfortable studio for two, with a spacious living area you can spread out in a little and enjoy your stay. The kitchen area works well; although there's no range, the two-burner hot place was sufficient for cooking our simple meals, and the electric kettle kept us in tea and coffee. (Provided!) The queen bed was very comfortable, and the gas fireplace kept the cottage plenty warm.   The french doors in the living room open out on to a very nice deck, with a view across the yard to the water, and across to the mainland. The cottage is at the back of the yard, so be aware you don't have an expansive view of the sound from inside the cottage. As you look out at the water, the main house is on the left and a boundary hedge is on the right. You do have access to the beach, however. There are adirondack chairs set out and there's a short set of steps from the yard down to the beach. And the view there IS expansive!  This is a super quiet location that's about as far as you can get from the Vashon business district. We wanted quiet and privacy, and this suits the bill perfectly. We hardly heard a sound our entire stay -- I think we heard one car drive by on the road. We didn't run into Chip while we were there, but he let us know he was available and he responded immediately to any messages. We did get a visit from his very sweet dog Olive, though, who I'm sure was curious to see who was in the cottage for the weekend. She likes ear rubs. :-)    All in all, it's a lovely place to get away from the city and just get some peaceful downtime. Recommended!",Tacoma,0
"Private beach cabin, Vashon Island","This cabin provided such a lovely respite. It is so quiet and peaceful there. Chip has thought of helpful features like curtains on either side of the bed to keep out the morning light. The kitchen is basic and rustic, not suitable for extensive cooking, but it had everything I needed. Chip is a great host and his dog Olive is the sweetest! It's so nice being so close to the water. At high tide you can't access the beach, but there are chairs on the bulkhead so you can still sit and enjoy the water. Chip provides a tide table so you know when the tide is low. I saw seals or sea lions out in the water every day I was there. I hope to be back in the summer months!",Tacoma,0
"Private beach cabin, Vashon Island","Chip's place is LOVELY!    In some ways, I'd have to say that it's not as described because it was bigger and nicer than I anticipated from the photos!  The living room area is about 1 and a half times bigger than the bed area, there are tall closets for hanging, a couch, TV with cable, gas stove, and a small table from which you can see the water.  The kitchen has the basics, including a two burner plug-in for cooking, and a nice long counter for all your stuff.  The entire cottage is wood paneled and has fun little touches like a funky port window in the bathroom and a long skinny window to see out to the BBQ area.  The porch has a table and chairs for outside eating or two other chairs for lounging.  You can see the water from the main living space and from the porch, and you can walk down to the rocky beach itself at low tide. Chip's house is just across the lawn, but not visible from the cottage.  The cottage is on a quiet, remote road, but is only about 15 minutes from the main downtown part of Vashon.  Chip was very available and responsive and sweet Olive the dog is eager for a pet if you want to call her over.  Book now!  Unless we've beat you to it for a repeat visit!",Tacoma,0
"Private beach cabin, Vashon Island","I had originally planned this trip with my husband, but my parents surprised me last minute for my birthday so I decided to come with them instead. The day of the trip, I realized that the cabin was only supposed to welcome 2 people so I told Chip, and he was very nice at accommodating this last minute change. The place is so stylish, it has everything you need for an awesome time (coffee, teas, grill, salt, pepper, monopoly, fire)....during the day we walked up the hill to a lighthouse, we grilled, and sat in the morning on the deck for a nice cup of tea. I will absolutely come back!  Chip came to welcome us when we arrived. An awesome experience. ",Tacoma,0
"Private beach cabin, Vashon Island","I couldn't have asked for a better host. Chip communicated quickly and easily and made our stay in Vashon a stress free one. The house is right by the water with a beautiful view. It does get pretty cold at night but there's a cute fire heater. Chip left a little booklet describing the island, local stores, the basics around the house (wifi etc.) and even suggested the kite, boardgames and grill on the patio. The house catered to a relaxing and freeing weekend. I highly recommend dipping your feet in the water it'll definitely wake you up.   Overall, we had a fantastic stay and will for sure be back to see Chip and Oliver (his dog) again.",Tacoma,0
Charming Cozy Designer Home- Private House,"Maggie’s place is in a peaceful, quiet neighborhood, which is perfect for recharging after schlepping yourself around all day. The beds were soft, the shower was hot and we had all the comforts of home even though we were far from it. Additionally, Maggie is great about quick responses and suggestions for what to do, while giving you your space. All of this is for a fantastic price! If we come back, we will book with Maggie before looking anywhere else.",Forest Hills,0
Charming Cozy Designer Home- Private House,"I usually right longer reviews but I really have to simply say that Maggie's place is AWESOME. FANTASTIC. FABULOUS.  It is one of the truly cleanest airbnb's I've stayed in.    It has absolutely the best accommodation for sleeping plus one besides yourself.  The shower has an amazing removable head with excellent water pressure and ridiculous hot water flow as desired.  So very accessible into the city...  And a hop on the LIE for a drive to Long Island.  I can see how parking could be tough but it really isn't (Website hidden by Airbnb) also scored a spot right in front ;)  The snacks and coffee provided made me feel right at home and came in handy for my late arrival to have a little something before going to bed and getting up early the next day for a packed schedule.  Whether it's for business or pleasure, Maggie's place is PERFECT.  I will be back again and hope it is available!",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie & John are so wonderful and accommodating! If you’re looking for a safe, convenient, quiet, and clean place to stay for your NYC visit, look no further!  We were arriving early and Maggie was kind enough to make sure we’d be able to check in by the time we get there. THE DETAILS were everything. For a cozy spot, this had all the conveniences that were cleverly designed in the space. We were close enough to make trips to Brooklyn and Manhattan no prob.   Maggie was ever so accommodating! We had a late flight out and wanted to explore Queens & Flushing before heading to JKF, but had no where to store our luggage. We checked in with Maggie and she said it was ok to leave it in our unit in the meantime! Best host or what!?",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie and John are wonderful and thoughtful hosts anyone could ask for! Loved the welcome basket on the table and little candies they put on our beds as well. The amenities are beyond expectation and there's even washing machine and dryer that you can use for free. The location is also perfect, as it is close to Metro bus station and 63 Drive-Rego Subway station. My friends and I are so impressed and hoping we can return some time in the future. Thanks again, Maggie & John!",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie's place was awesome,  great touches, place was clean and had everything you need to make your stay a comfortable one,  would definitely recommend her place, and would stay with her again.",Forest Hills,0
Charming Cozy Designer Home- Private House,"This was an absolutely amazing place and we enjoyed our stay very much. Felt so homey, in a really great location, quiet neighborhood and the decor was absolutely adorable. Would definitely stay again!",Forest Hills,0
Charming Cozy Designer Home- Private House,"What a great space, thoughtful touches with snacks, such comfortable sheets and comforters with many pillows. Everything was just as described. Quiet and a great set up for me, my 11 year old son and my sister as we explored New York City.",Forest Hills,0
Charming Cozy Designer Home- Private House,"I am from Queens, NY. I come occasionally to visit and this time I brought a friend with me. So crashing on the couch at my uncles place wasnt an option this time. This place was amazing! Very cozy and quaint. The details of the decor was awesome. Snacks were available. It was wayyy better than we expected. Will definitely be a regular here.   Only downside was there was no oven :( No frozen pizzas for us. However, good pizza isnt too far away!   Thanks so much Maggie and Jon. We got to meet your babies on the way out ❤",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie's townhome consists of renovated ""apartments""- ours had two bedrooms, a bathroom, and a little kitchenette and dining area. The place was very nicely decorated and we had everything we needed, plenty of linens, towels, snacks and drinks! Our flight arrived at 9am so Maggie very graciously allowed us to drop our bags off in the morning before we headed in to the city. The beds were comfortable and K-cups were provided so we could make coffee in the morning. The townhome is about a 10 minute walk from the Rigo Park station, where you can easily get on the subway to head to Manhattan or further into Queens, depending on your activities for the day. The place was very clean and comfortable...we couldn't recommend it more! Thank you, Maggie!",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie’s place was outstanding. Super cute, stylish, and clean. She was quick to reply when we had questions. The only thing I want to note is if you’re new to NYC this location is about 20-40 minutes Uber from most of the site seeing we did.  SOL, Times Square etc. Something to consider. Overall, I would recommend this accommodation. ",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie and John were amazing hosts. They are quick to answer any questions you may have, but they also give you your space and privacy. The check in and check out process is very easy. The space is gorgeous and very clean. They were even nice enough to let us drop off our bags hours before check in time. We had an amazing time and would definitely stay there again if we are ever back in NY. We highly recommend for anyone to stay here! ",Forest Hills,0
Charming Cozy Designer Home- Private House,"Wow, never have I felt at home as in Maggie’s Airbnb! She lives in a very quiet neighborhood, I stayed with two of my other friends and we did not feel unsafe at all! This small apartment has everything you may need and more!! From restroom amenities to having Apple TV to having small snacks! Everything in her house was neat, clean, and organized. Her beds were so comfortable!! Like no joke, that was my favorite part!!! To come to her apartment after a long day walking around the city to her bed was the best! She provided so much information such as where we can order food, closest shopping centers and restaurants! Thank you so much for everything Maggie & Jon! Will definitely stay here again next time I’m in NYC!  xo ",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie’s beautiful space is very modern, clean, stylish and convenient. Maggie responded quickly to all of my concerns. The bed is extremely comfy. We really enjoyed our time in the apartment. I would definitely recommend.",Forest Hills,0
Charming Cozy Designer Home- Private House,Nice place for a quick visit.  Beautifully decorated.  Quick response to any of our questions.  Would definitely stay there in the future.,Forest Hills,0
Charming Cozy Designer Home- Private House,"It is a great place to stay, close to public transit and it was really close to nearby shopping malls. It is a bit away from the city (30min-1hr) min ride via bus and subway, which means it is really quiet! The place was very clean and stylish. There is a house manual that is pretty helpful and the hosts provide their contact info too! They offer an excellent amount of snacks for you and your guests. They even provide little candies on each bed! The lock system is very efficient as it does not require your phone or easy-to-lose items like keys. The hosts were very understanding when I needed to drop off my suitcases an hour before check-in. The neighborhood is really safe and I would definitely refer anyone to this particular Airbnb!",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie's place is on the northern edge of Forest Hills and the walk to the subway is only 7 minutes. We were able to easily get to our destinations in Queens and Manhattan. The space is clean and stylish! Wifi worked well, the bathroom had extra amenities and Maggie has designed the space to have everything you might need (q-tips, tissues, postcards, filtered water, extra hangers, etc.).",Forest Hills,0
Charming Cozy Designer Home- Private House,Very cute and well decorated home in a quite nice neighborhood! I like everything during my stay and very grateful of lots of little things that prepared by the host!,Forest Hills,0
Charming Cozy Designer Home- Private House,"This was an amazing place to stay! Perfect size to accommodate a group traveling along with a stocked kitchen! The place was super clean, beds very comfortable, and all the personal touches really brought our stay over the top. The only thing I wish was different would be that the location was a bit far from public transit or have an opportunity to park on the premises. Other than the small inconvenience this was amazing; highly recommend!",Forest Hills,0
Charming Cozy Designer Home- Private House,"We loved Maggie’s place. It’s cozy, stylish and super clean! Check in was really easy. Maggie was very quick to respond to our questions. And they had all these refreshments, snacks and drinks there for us on the arrival which made a cold New York day really warm. One of our best Airbnb experiences!",Forest Hills,0
Charming Cozy Designer Home- Private House,"Very helpful and kind. Place is very stylish, small and cozy. Clean place and good snacks. I enjoyed my stay. You will be spoiled here. If you want to stay in the queens area I recommend this spot.",Forest Hills,0
Charming Cozy Designer Home- Private House,"Even as someone with no background in interior design, it was obvious that each furniture and item was placed with purpose in mind: contrary to the actual physical size, the rooms felt spacious, and things were easily findable and accessible. The location allowed us to easily reach Manhattan by subway. Being able to do laundry is always a great perk when traveling for several weeks. The host was quick to respond to our questions. Highly recommended to all.",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie has a comfortable and very nicely furnished apartment. The bedrooms are very spacious, and well equipped. The kitchen is very well  equipped with everything you need. Although the living / dining room is a little bit narrow for four persons (in relationship to our local housing conditions), but it does not reduce the overall impression of this beautiful apartment.",Forest Hills,0
Charming Cozy Designer Home- Private House,Maggie’s place was the best Airbnb apartment I’ve ever been to. Its Interieur was beautifully and thoughtfully arranged. It was also very clean and it has everything you need for you stay and to feel home. The apartment is about 10 minutes walk away to the next subway station and you need about 40 minutes to the Times Square with the subway. Maggie and her husband were always there when we needed something and even came downstairs to help us. They were the perfect hosts. We really loved staying in Maggie’s place and would come again! It was the perfect place to discover New York if you are staying for more days.,Forest Hills,0
Charming Cozy Designer Home- Private House,"It's my first time in New York, everything went well. The house was very nice. It was well prepared and clean. Hot water came out right away (it's really nice to get hot water in this cold winter time), the kitchen made me feel like home (there were foods!!), the laundry place was perfect. I highly recommended this house if you are traveling with friends or family.",Forest Hills,0
Charming Cozy Designer Home- Private House,"Amazing, very cosy, very comfy beds, stylish apartment. Close to local transport, short walk away. Great hosts. We came with our family and children and we all had a fabulous trip. The apartment is like home from home and Maggie was fast to answer our questions and help us. Very hospitable. We felt very safe and well looked after. Beautiful apartment and great location for Queens and day trips to Manhattan. We will definitely be returning. Thank you",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie and Johns place is AMAAAAAZING! It is clean, well stocked and much better than any villa or private apartment that I’ve stayed in! We will definitely be back again !! Thankyou for being available so quickly to answer the questions we had and for making our stay so enjoyable! You NEED to stay (Website hidden by Airbnb) is simply beautiful...!",Forest Hills,0
Charming Cozy Designer Home- Private House,"We stayed at Maggies place for a week during Halloween period. The place is really great, first of all very quite neighborhood no noise in late/night hours. The location of apartment close to subway and bus stop, shops, restraurants and cafes. The apartment it self was sparkling clean, had all essentials and bit more. Also I have to acknowledge the communication prior arrival was really quick and clear. Thank you Maggie and John for having us.",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie's place is in a quiet and safe neighbourhood. We enjoyed our ten minute walk to subway station, and found people watching in subway amusing. Maggie is an amazing, friendly host; she responds quickly to our problem. We arrived in late evening and it was pleasantly surprising to see Brita and Beer in fridge! The beds and pillows are super clean and comfortable at Maggie's place. We are glad to stay at this cozy home during our stay in New York.",Forest Hills,0
Charming Cozy Designer Home- Private House,"We stayed at Maggie’s apartment for 4 days. Such a cozy home! bed and pillows were comfortable. When we were there, the temp outside was like 31 degrees. But the AC in the home (1 in each room) is cold enough to make it super comfortable in the WHOLD area. There were snacks for us, beers, pop, prepared for us. Maggie was also super fast in responding to inquiries through the Airbnb chat. Answered questions during our stay within minutes.   Location was great, a few food places around the area and few shops including malls. The drive to Manhattan was fine during weekend. Parking on the street was tough, but there is a parking garage for $25 per night just 5 min walk from the home.  Overall, we have nothing but positive memories. Will be back if we are lucky enough to be in the big apple again.",Forest Hills,0
Charming Cozy Designer Home- Private House,"Loved our stay here. Lovely area and very handy to shops, restaurants and the subway link.  You don't need to go far for the best value shopping around. The Rego Centre is simply brilliant. Maggie and Jon's place is than any hotel. Very thoughtful layout and great local information was in the apartment. A real attempt was made to make our stay hospitable. Only hiccup was entry on arrival. But, that was sorted swiftly. Loved the small touches like the postcards in the rack. Didn't use them, though.... I phoned my family every other day. But, there was coffee, beers in the fridge, coffee maker, noodle pots, etc, all there on arrival. Couldn't ask for more. This was our honeymoon and our first airbnb experience and it was a very good one. We both felt like we had a great time. So, a big thumbs up from us. Hope we weren't too much of a nuisence over our lack of knowledge on mod cons like coffee makers and Netflix. We'd love to come back. Thanks for having us in your lovely abode.  Alan  and Ruth McGuffog",Forest Hills,0
Charming Cozy Designer Home- Private House,"We stayed at Maggie's and John's house for 2 nights. It was an awesome place. I can confirm all previous reviews.  The apartment is clean, well-equipped, stylish and comfortable. Every detail is thoroughly thought-out. Maggie and John did their best to make you feel feel ""home"". Beginning from exact check-in instructions and information folder. There was a touchy gesture with welcome snacks and drinks in the refrigerator. There were all possible cosmetic skin  and hair caring products in the bathroom. The kitchen possessed all necessary items for preparing meals. The beds were comfortable. The whole place is a bright designer solution of usage space in a most  effective manner. We appreciated a prompt communication in cases we had questions. It was great that Maggie and John made it possible for us to keep our luggage in their storage room even after check-out die to our late flight. The place is perfectly located  - max. 25 minutes Uber ride to JFK. The bus stations are also very close. So, we would highly recommend this nice apartment to all NYC visitors. And will certainly stay there again during our next NYC trip. Many thanks to Maggie and John!",Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie’s place is so lovely! It’s clean and cozy and has everything you need for a weekend in NYC. The subway line into Manhattan is just a 15 minute walk away. Maggie is an excellent host, answered all our question quickly as well! Great place to stay!",Forest Hills,0
Charming Cozy Designer Home- Private House,The apartment is well decorated and clean. Easy to reach. For us the most important things: the beds are very comfortable and the shower is perfect. The location is a littlebit out of the Centre. It takes 30 min. by subway (the nearest subway is 10 min walk). For us a perfect stay for a wounderful time in NYC.,Forest Hills,0
Charming Cozy Designer Home- Private House,"Maggie's place exceeded our expectations. It's beautifully decorated and clean, you can see that Maggie and John care about every detail in order to make your stay as more pleasant as possible. If I ever come back to NYC, will choose this place again.",Forest Hills,0
Charming Cozy Designer Home- Private House,"As my first Airbnb experience, Maggies place surpassed my expectations with her eye for details, the cleanliness of her apartment and her attentive attention to the needs of her guests ( complimentary snacks and toiletries) has made my holiday one of the most memorable stays in New York and I can’t wait to return !",Forest Hills,0
